Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
IEHC;248180;USD;2018;FY;2019-03-31;2020-03-20;2020-10-08;2321000;2414000;5160776;345840;917456;-399933;;;;;6024139;-840292;;;-840292;;;;489266;5673113
IEHC;248180;USD;2019;FY;2020-03-31;2020-10-08;2020-10-08;2341000;2458000;2557380;955124;936892;-2765983;;;;;1683413;-969400;;;-969400;;;;-34082;679931
IEP;980333;USD;2016;FY;2016-12-31;2017-03-01;2018-03-01;137000000;137000000;-2486000000;1034000000;2719000000;388000000;;;;;1655000000;-826000000;-100000000;-1052000000;-1854000000;;-153000000;-72000000;87000000;-245000000
IEP;980333;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;137000000;126000000;316000000;1017000000;-2461000000;-308000000;;;;;-1436000000;-991000000;-82000000;-606000000;414000000;;-263000000;-36000000;743000000;-151000000
IEP;980333;USD;2018;FY;2018-12-31;2019-02-26;2021-02-26;223000000;126000000;713000000;508000000;-909000000;132000000;;;;;923000000;-280000000;-59000000;-15000000;2587000000;;-78000000;;-157000000;3427000000
IEP;980333;USD;2019;FY;2019-12-31;2020-02-26;2022-02-25;223000000;266000000;-1759000000;519000000;-1609000000;1389000000;;;;;-1460000000;-288000000;408000000;-39000000;586000000;;770000000;;566000000;-393000000
IEP;980333;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;223000000;266000000;-2468000000;510000000;3637000000;-2095000000;;;;;-416000000;-358000000;-239000000;-8000000;-581000000;;-182000000;;-653000000;-1654000000
IEX;824090;USD;2016;FY;2016-12-31;2017-02-23;2019-02-28;75803000;76758000;271109000;86892000;37193000;4723000;;;;;399917000;-38242000;;-470937000;-509199000;-102650000;181404000;-27032000;46548000;-92054000
IEX;824090;USD;2017;FY;2017-12-31;2018-02-22;2019-02-28;76232000;77333000;337257000;84216000;-10320000;21600000;;;;;432753000;-43858000;;-16366000;-54746000;-111172000;-167618000;-6139000;-277421000;139986000
IEX;824090;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;76412000;77563000;410573000;77544000;29162000;-37934000;;;;;479345000;-59726000;;-20205000;-81431000;-127478000;-11284000;-146287000;-290011000;90457000
IEX;824090;USD;2019;FY;2019-12-31;2020-02-21;2022-02-24;75594000;76454000;425500000;76900000;46600000;-20900000;;;;;528100000;-50900000;;-87200000;-137000000;-147200000;-50100000;-15900000;-227600000;166200000
IEX;824090;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;75741000;76400000;377800000;83500000;33799999;74200000;;;;;569299999;-51600000;;-123100000;-172600000;-151800000;198700000;-65700000;-42600000;393299999
IFF;378169;USD;2016;FY;2016-12-31;2017-02-28;2018-02-27;79648000;79981000;405031000;102469000;-18246000;60885000;;;;;550139000;-119556000;;-236836000;-355463000;-184897000;299485000;-126630000;-34427000;142004000
IFF;378169;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;79070000;79370000;295665000;117967000;-22243000;-633000;;;;;390756000;-112834000;;-192328000;-299930000;-206118000;243751000;-57740000;-42558000;44054000
IFF;378169;USD;2018;FY;2018-12-31;2019-02-26;2021-02-22;87551000;88121000;339781000;173792000;51498000;-127496000;;;;;437575000;-165244000;;-4847186000;-5013235000;-230218000;2879190000;-15475000;4870703000;280476000
IFF;378169;USD;2019;FY;2019-12-31;2020-03-03;2022-02-28;111966000;113307000;460000000;323000000;-47000000;-37000000;;;;;699000000;-200000000;;-49000000;-226000000;-314000000;-156000000;;-505000000;-25000000
IFF;378169;USD;2020;FY;2020-12-31;2021-02-22;2022-02-28;112162000;113630000;367000000;325000000;-52000000;74000000;;;;;714000000;-175000000;;;-187000000;-323000000;-147000000;;-512000000;36000000
IHRT;653413;USD;2016;FY;2016-12-31;2017-02-23;2018-05-03;84569000;84569000;-240050000;635227000;-440159000;31000000;;;;;-13982000;537850000;5367000;;510915000;;-316507000;;-418231000;72352000
IHRT;653413;USD;2017;FY;2017-12-31;2018-05-11;2020-02-27;84967000;84967000;-656008000;275304000;-99779000;-138704000;;;;;-491210000;-56790000;;;-214692000;;65802000;;151335000;-544426000
IHRT;653413;USD;2018;FY;2018-12-31;2019-03-29;2021-02-25;85412000;85412000;9479990000;52834000;-9397642000;-142687000;;;;;-40186000;-36098000;;-1998000;-261144000;;51975000;;-55557000;-356325000
IHRT;653413;USD;2019;FY;2019-12-31;2020-02-06;2022-02-23;145614000;145614000;113299000;249623000;67472000;38511000;;;;;468905000;-68712000;765000;;-73278000;;-35401000;;-58033000;337609000
IHRT;653413;USD;2020;FY;2020-12-31;2021-02-25;2022-02-23;145979000;145979000;-1915222000;402929000;1637397000;90841000;;;;;215945000;-83164000;1000000;-62050000;-147813000;;247358000;;241180000;309569000
IHT;244789;USD;2016;FY;2017-01-31;2017-05-01;2018-05-16;9682668;13366737;-2626754;2161401;146907;-552520;;;;;-870966;0;0;;-903148;-96630;645814;0;384823;-1389291
IHT;244789;USD;2017;FY;2018-01-31;2018-05-16;2018-05-16;9612139;13085223;6807901;1902195;-10808416;547261;;;;;-1551059;9603610;-1000000;;4475273;-197512;3050751;400000;1283843;4208057
IHT;244789;USD;2018;FY;2019-01-31;2019-06-19;2019-06-19;9283081;9283081;11105883;1244581;-13541018;-608867;;;;;-1799421;9247982;-896226;;9147764;-195575;-109625;;-11175016;-3826673
IHT;244789;USD;2019;FY;2020-01-31;2020-08-14;2021-05-17;9324530;9324530;-1978444;901664;857400;-733387;;;;;-952767;-324445;1821556;;1304879;-191924;984002;-171700;99341;451453
IHT;244789;USD;2020;FY;2021-01-31;2021-05-17;2021-05-17;9187337;9187337;-2827840;830916;61571;1127955;;;;;-807398;-37443;-62000;;562557;-191848;1416266;-247439;747068;502227
IIIN;1338982;USD;2016;FY;2016-09-30;2016-10-26;2018-10-26;18754000;19055000;37245000;11544000;3261000;4203000;;;;;56253000;-12737000;;;-12972000;-20859000;0;;-17666000;25615000
IIIN;1338982;USD;2017;FY;2017-09-30;2017-10-26;2019-10-25;19011000;19217000;22548000;11649000;4065000;-17422000;;;;;20840000;-20575000;;;-20880000;-26011000;0;;-26728000;-26768000
IIIN;1338982;USD;2018;FY;2018-09-30;2018-10-26;2020-10-29;19079000;19277000;36266000;12818000;-836000;5721000;;;;;53969000;-18449000;;-3300000;-21939000;-21333000;0;;-20194000;11836000
IIIN;1338982;USD;2019;FY;2019-09-30;2019-10-25;2021-10-28;19243000;19340000;5598000;13553000;2045000;-14588000;;;;;6608000;-10493000;;;-9556000;-2310000;0;;-2812000;-5760000
IIIN;1338982;USD;2020;FY;2020-09-30;2020-10-28;2021-10-28;19278000;19383000;19009000;14255000;456000;22504000;;;;;56224000;-4888000;;-18356000;-23174000;-2313000;0;;-2543000;30507000
IIN;519102;USD;2016;FY;2016-12-31;2017-03-15;2018-03-13;6497000;6497000;-4744000;2041000;1651000;647000;;;;;-405000;-1766000;;-536000;-2302000;;-167000;3815000;3531000;300000
IIN;519102;USD;2017;FY;2017-12-31;2018-03-13;2018-03-13;6852000;7307000;864000;2194000;1680000;-508000;;;;;4230000;-2294000;;-650000;-4720000;;-211000;314000;-103000;-294000
IIN;519102;USD;2018;FY;2018-12-31;2019-03-14;2021-03-16;7599000;8630000;6762000;2891000;2418000;-10596000;;;;;177000;-5503000;-38093000;;-44997000;;-11699000;63787000;52000000;7030000
IIN;519102;USD;2019;FY;2019-12-31;2020-03-16;2021-03-16;8748000;8748000;-2064000;3277000;5457000;-5145000;;;;;1470000;-5411000;5793000;;-242000;;;306000;-109000;1115000
IIN;519102;USD;2020;FY;2020-12-31;2021-03-16;2022-03-07;8894000;8894000;-2489000;4622000;3221000;259000;;;;;5616000;-3629000;7253000;-7128000;-3504000;;;237000;-1992000;118000
IIPR;949475;USD;2017;FY;2017-12-31;2018-03-29;2019-03-14;3375284;3375284;-72000;915000;1719000;2453000;;;;;5015000;;-32734000;;-38645000;-1050000;-276000;0;12385000;-21245000
IIPR;949475;USD;2018;FY;2018-12-31;2019-03-14;2021-02-26;7138952;7285801;6985000;2629000;510000;5569000;;;;;15693000;;-57474000;;-199255000;-7979000;;193223000;184854000;1292000
IIPR;949475;USD;2019;FY;2019-12-31;2020-05-01;2022-02-24;10546016;10684068;23475000;8599000;435000;12425000;;;;;44934000;;-259889000;;-340630000;-23936000;138545000;286292000;399962000;104266000
IIPR;949475;USD;2020;FY;2020-12-31;2021-02-26;2022-02-24;19443602;19557619;65730000;28025000;2741000;14318000;;;;;110814000;;-240509000;;-1027115000;-76816000;;1003973000;924991000;8690000
IIVI;1234773;USD;2016;FY;2016-06-30;2016-07-01;2016-07-01;122732000;125818000;65486000;56663000;-37088000;37909000;;;;;122970000;-58170000;;-77157000;-135166000;;-65700000;-6284000;61452000;44811000
IIVI;1234773;USD;2017;FY;2017-06-30;2017-07-01;2017-07-01;125152000;129014000;95274000;63637000;-145918000;105623000;;;;;118616000;-138517000;;-40015000;-177241000;;-25000000;;111572000;53443000
IIVI;1234773;USD;2018;FY;2018-06-30;2018-07-01;2018-07-01;124998000;130266000;88002000;80770000;-15784000;8026000;;;;;161014000;-153438000;;-132559000;-284950000;;-292000000;-49875000;96969000;-24850000
IIVI;1234773;USD;2019;FY;2019-06-30;2019-07-01;2019-07-01;127168000;131608000;107517000;92365000;-38385000;16978000;;;;;178475000;-137122000;;-87547000;-223976000;;-135000000;-1616000;4877000;-42166000
IIVI;1234773;USD;2020;FY;2020-06-30;2020-07-01;2020-07-01;169656000;169656000;-67029000;220882000;-430289000;573728000;;;;;297292000;-136877000;;-1038663000;-1179290000;;-874668000;-1625000;1173625000;288174000
ILMN;86933;USD;2016;FY;2016-12-31;2017-02-14;2019-02-12;146788000;148040000;428000000;141000000;255000000;-45000000;;;;;779000000;-271000000;-212000000;-18000000;-515000000;;-61000000;-195000000;-296000000;-34000000
ILMN;86933;USD;2017;FY;2017-12-31;2018-02-13;2018-02-13;146000000;148000000;678000000;156000000;-154000000;195000000;;;;;875000000;-312000000;-99000000;;-214000000;;-4000000;-180000000;-176000000;490000000
ILMN;86933;USD;2018;FY;2018-12-31;2019-02-12;2021-02-17;147000000;149000000;782000000;179000000;199000000;-18000000;;;;;1142000000;-296000000;-1402000000;-100000000;-1813000000;;731000000;-155000000;594000000;-81000000
ILMN;86933;USD;2019;FY;2019-12-31;2020-02-11;2022-02-18;147000000;149000000;990000000;188000000;67000000;-194000000;;;;;1051000000;-209000000;986000000;;745000000;;-550000000;-265000000;-897000000;898000000
ILMN;86933;USD;2020;FY;2020-12-31;2021-02-17;2022-02-18;147000000;148000000;656000000;187000000;164000000;73000000;;;;;1080000000;-189000000;-135000000;-98000000;-554000000;;;-675000000;-766000000;-232000000
IMDZ;809437;USD;2016;FY;2016-12-31;2017-03-07;2018-03-14;21638468;21638468;-53530000;304000;9409000;5581000;;;;;-38236000;-133000;-102288000;;-99925000;;40000000;30454000;70454000;-67707000
IMDZ;809437;USD;2017;FY;2017-12-31;2018-03-14;2018-03-14;29626941;29626941;-51862000;351000;2607000;-1610000;;;;;-50514000;-428000;-71611000;;-74584000;;65000000;87338000;152338000;27240000
IMDZ;809437;USD;2018;FY;2018-12-31;2019-03-28;2019-03-28;48145225;48145225;-54758000;346000;7959000;-5213000;;;;;-51666000;-390000;-34685000;;50925000;;;228000;228000;-513000
IMGN;82671;USD;2017;FY;2017-12-31;2017-12-31;2019-03-01;98068000;98068000;-96012000;5963000;20019000;77675000;;;;;7645000;-1116000;;;-1116000;;;102313000;100614000;107143000
IMGN;82671;USD;2018;FY;2018-12-31;2018-12-31;2021-03-01;139946000;139946000;-168843000;7411000;-4601000;-389000;;;;;-166422000;-5246000;;;-5246000;;;166813000;166813000;-4855000
IMGN;82671;USD;2019;FY;2019-12-31;2019-12-31;2022-02-28;148311000;148311000;-104133000;4028000;-13986000;25724000;;;;;-88367000;-533000;;;-533000;;;2873000;2873000;-86027000
IMGN;82671;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;176153000;176153000;-44372000;2101000;-31792000;-4557000;;;;;-78620000;509000;;;509000;;;195742000;195742000;117631000
IMGO;1253390;USD;2020;FY;2020-12-31;2021-02-19;2022-03-24;1056624;1056624;-17833000;1000;218000;672000;;;;;-16942000;-9000;-74333000;;-74342000;;;105589000;105589000;14305000
IMO;702831;USD;2016;FY;2016-12-31;2017-02-23;2018-03-01;847600000;850500000;2165000000;1628000000;-2130000000;352000000;;;;;2015000000;1948000000;-1000000;;1947000000;-492000000;-3282000000;;-3774000000;188000000
IMO;702831;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;842900000;845700000;490000000;2172000000;101000000;0;;;;;2763000000;-761000000;-1000000;;-781000000;-524000000;-27000000;-627000000;-1178000000;804000000
IMO;702831;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;807500000;810100000;2314000000;1509000000;798000000;-699000000;;;;;3922000000;-1432000000;;;-1559000000;-572000000;-27000000;-1971000000;-2570000000;-207000000
IMO;702831;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;762700000;765000000;2200000000;1598000000;-283000000;914000000;;;;;4429000000;-1554000000;;;-1704000000;-631000000;9000000;-1373000000;-1995000000;730000000
IMO;702831;USD;2020;FY;2020-12-31;2021-02-24;2022-02-23;735300000;735300000;-1857000000;3273000000;-536000000;-82000000;;;;;798000000;-786000000;;;-802000000;-649000000;-20000000;-274000000;-943000000;-947000000
IMPV;131347;USD;2016;FY;2016-12-31;2017-02-27;2017-02-27;32284000;32284000;-70279000;7488000;64877000;20408000;;;;;22494000;-16789000;-57536000;-3914000;-78447000;;0;11233000;-4831000;-60909000
IMPV;131347;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;33724000;34238000;22869000;10857000;10263000;23167000;;;;;67156000;-13924000;-13420000;35015000;7287000;;0;19095000;9453000;85195000
IMSCQ;340525;USD;2016;FY;2016-06-30;2016-10-28;2016-10-28;78220037;78220037;-10655000;207000;2253000;6708000;;;;;-1487000;-169000;;;-169000;;-47000;;990000;-647000
INCY;671924;USD;2016;FY;2016-12-31;2017-06-30;2019-02-14;187873000;194125000;104222000;58425000;117356000;24753000;;;;;304756000;-120277000;30645000;-142856000;-232488000;;-445000;49973000;44622000;116881000
INCY;671924;USD;2017;FY;2017-12-31;2018-02-15;2019-02-14;204580000;204580000;-313142000;52178000;232205000;-64229000;;;;;-92988000;-111021000;-115066000;;-349978000;;;716151000;690210000;247205000
INCY;671924;USD;2018;FY;2018-12-31;2019-02-14;2021-02-09;212383000;215635000;109493000;54969000;218304000;-46539000;;;;;336227000;-73483000;-4004000;;-86423000;;;29942000;14657000;264552000
INCY;671924;USD;2019;FY;2019-12-31;2020-02-13;2022-02-08;214913000;217657000;446906000;54533000;151922000;57295000;;;;;710656000;-78064000;-9390000;;-87454000;;;80050000;45711000;668721000
INCY;671924;USD;2020;FY;2020-12-31;2021-02-09;2022-02-08;218073000;218073000;-295697000;51807000;191032000;-71741000;;;;;-124599000;-187379000;-81622000;;-269001000;;;133064000;71709000;-318942000
INFI;819348;USD;2016;FY;2016-12-31;2017-03-14;2018-03-15;49608234;49608234;-30101000;3418000;-98450000;-29223000;;;;;-154356000;1479000;38850000;;40329000;;-415000;332000;-83000;-114110000
INFI;819348;USD;2017;FY;2017-12-31;2018-03-15;2019-03-14;50560195;50560195;-41830000;1715000;8093000;-4689000;;;;;-36711000;707000;-4985000;;-4278000;;-292000;146000;-146000;-41135000
INFI;819348;USD;2018;FY;2018-12-31;2019-03-14;2019-03-14;55411370;55411370;-11253000;191000;3586000;2762000;;;;;-4714000;0;13104000;;13104000;;-4000000;9619000;5619000;14009000
INFI;819348;USD;2019;FY;2019-12-31;2020-03-03;2021-03-16;56983652;56983652;-47057000;219000;3925000;1383000;;;;;-41530000;-2327000;-9914000;;-12241000;;;112000;27730000;-26041000
INFI;819348;USD;2020;FY;2020-12-31;2021-03-16;2022-03-29;59857860;59857860;-40492000;483000;2885000;1385000;;;;;-35739000;-43000;14674000;;14631000;;;7869000;27441000;6333000
INFN;346530;USD;2016;FY;2016-12-31;2017-02-23;2017-02-23;142989000;142989000;-24430000;61489000;54846000;-53528000;;;;;38377000;-43335000;11821000;-6086000;-18201000;;;17648000;-2780000;13540000
INFN;346530;USD;2017;FY;2017-12-31;2018-02-28;2018-02-28;147878000;147878000;-194506000;65997000;88944000;17640000;;;;;-21925000;-58041000;3192000;5596000;-44957000;;;17991000;16486000;-46296000
INFN;346530;USD;2018;FY;2018-12-31;2019-03-14;2021-03-03;157748000;157748000;-214295000;100494000;71920000;-57202000;;;;;-99083000;-37692000;153215000;-102899000;12624000;;241431000;17693000;207889000;120851000
INFN;346530;USD;2019;FY;2019-12-31;2020-03-04;2022-02-23;178984000;178984000;-386618000;119824000;107712000;-8268000;;;;;-167350000;-30202000;27593000;-10000000;-12609000;;60556000;12053000;71910000;-109540000
INFN;346530;USD;2020;FY;2020-12-31;2021-03-03;2022-02-23;188216000;188216000;-206723000;100140000;106041000;-111758000;;;;;-112300000;-39009000;;;-39009000;;228642000;109988000;334162000;182586000
INFO;330628;USD;2016;FY;2016-11-30;2016-12-27;2019-01-18;309200000;316300000;152100000;335700000;173000000;-22500000;;;;;638300000;-147600000;;-823500000;-982800000;;653200000;-422700000;177500000;-154200000
INFO;330628;USD;2017;FY;2017-11-30;2018-01-23;2019-01-18;400300000;416200000;417000000;492500000;168200000;-116200000;;;;;961500000;-260200000;;-401100000;-646300000;;813300000;-986200000;-329300000;-5100000
INFO;330628;USD;2018;FY;2018-11-30;2019-01-18;2021-01-22;394400000;406900000;539200000;541200000;21000000;188100000;;;;;1289500000;-222700000;;-1876200000;-2112100000;;1494400000;-442500000;873000000;-13800000
INFO;330628;USD;2019;FY;2019-11-30;2020-01-17;2022-01-24;399500000;409200000;499400000;573100000;60100000;118700000;;;;;1251300000;-114600000;;-136500000;-271500000;;-557200000;-322300000;-958000000;-8500000
INFO;330628;USD;2020;FY;2020-11-30;2021-01-22;2022-01-24;396800000;401500000;869400000;591600000;-290300000;-31900000;;;;;1138800000;201800000;;-4700000;205000000;-270400000;-225000000;-721000000;-1344599999;14100001
INFOR;64267;USD;2017;FY;2017-04-30;2017-07-26;2018-06-28;;;-191000000;261800000;265500000;-29200000;;;;;307100000;-97500000;-300000;-15200000;-108600000;-23700000;-24900000;;-94000000;111800000
INFOR;64267;USD;2018;FY;2018-04-30;2018-07-27;2019-06-25;;;143400000;216200000;-26600000;-95700000;;;;;237300000;-83900000;;433400000;349500000;-76800000;-541000000;;-631400000;-58800000
INFU;371010;USD;2016;FY;2016-12-31;2017-05-01;2017-05-01;22617901;22617901;-222000;10744000;5294000;-7907000;;;;;7909000;-4974000;;-370000;-5344000;;-107000;129000;15000;2580000
INFU;371010;USD;2017;FY;2017-12-31;2018-05-02;2018-05-02;22739651;22739651;-20707000;12523000;21143000;-5376000;;;;;7583000;1053000;;0;1053000;;-8600000;131000;-8565000;71000
INFU;371010;USD;2018;FY;2018-12-31;2019-03-22;2019-03-22;21417628;21417628;-1095000;6659000;10775000;-4948000;;;;;11391000;-4984000;;;-4984000;;4843000;91000;-5558000;849000
INFU;371010;USD;2019;FY;2019-12-31;2020-03-30;2022-03-15;19731498;20839396;1361000;12342000;360000;-188000;;;;;13875000;-19643000;;;-19643000;;4568000;252000;4097000;-1671000
INFU;371010;USD;2020;FY;2020-12-31;2021-03-22;2022-03-15;20106940;21717216;17332000;14025000;-9812000;-1265000;;;;;20280000;-12162000;;;-12162000;;407000;190000;-1117000;7001000
INGR;610276;USD;2016;FY;2016-12-31;2017-02-22;2019-02-25;72300000;74100000;496000000;196000000;87000000;-8000000;;;;;771000000;-281000000;;-409000000;-689000000;-141000000;126000000;29000000;0;78000000
INGR;610276;USD;2017;FY;2017-12-31;2018-02-21;2019-02-25;72000000;73500000;532000000;209000000;149000000;-121000000;;;;;769000000;-306000000;;-17000000;-326000000;-165000000;-96000000;9000000;-375000000;83000000
INGR;610276;USD;2018;FY;2018-12-31;2019-02-25;2021-02-24;70900000;71800000;454000000;247000000;73000000;-71000000;;;;;703000000;-350000000;;;-361000000;-182000000;249000000;-656000000;-589000000;-268000000
INGR;610276;USD;2019;FY;2019-12-31;2020-02-19;2022-02-22;66900000;67400000;424000000;220000000;93000000;-57000000;;;;;680000000;-328000000;;-42000000;-374000000;-174000000;-256000000;66000000;-364000000;-63000000
INGR;610276;USD;2020;FY;2020-12-31;2021-02-24;2022-02-22;67200000;67600000;354000000;213000000;152000000;110000000;;;;;829000000;-340000000;;-236000000;-571000000;-178000000;326000000;4000000;143000000;401000000
INMB;1295082;USD;2017;FY;2017-12-31;2018-03-29;2019-03-29;8546108;8546108;-831486;;49556;20096;;;;;-761834;-100000;;;-100000;;;2056000;2056000;1229052
INMB;1295082;USD;2018;FY;2018-12-31;2019-02-08;2020-03-11;9388645;9388645;-12440023;;10001359;379670;;;;;-2058994;;;;;;;900000;900000;-1184507
